"Trial.name","eswyt","eswyt.no","Occ","Loc_no","Country","Loc_desc","Cycle","CID","SID","Gen_name","Trait_no","Trait.name","Value","EMS","SE","Unit","cidsid"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568630,33,"NELOKI//SOKOLL/EXCALIBUR",144,"GRAIN_YIELD",7.131,0.036,0.517,"t/ha","568630_33"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568630,33,"NELOKI//SOKOLL/EXCALIBUR",144,"GRAIN_YIELD",7.131,0.036,0.517,"t/ha","568630_33"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568630,35,"NELOKI//SOKOLL/EXCALIBUR",144,"GRAIN_YIELD",6.963,0.036,0.517,"t/ha","568630_35"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",568630,35,"NELOKI//SOKOLL/EXCALIBUR",144,"GRAIN_YIELD",6.963,0.036,0.517,"t/ha","568630_35"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",569774,36,"AMUR/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.391,0.036,0.517,"t/ha","569774_36"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",569774,36,"AMUR/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.391,0.036,0.517,"t/ha","569774_36"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",569784,18,"TRCH/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES/6/SAUAL/3/C80.1/3*BATAVIA//2*WBLL1/",144,"GRAIN_YIELD",6.807,0.036,0.517,"t/ha","569784_18"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",569784,18,"TRCH/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES/6/SAUAL/3/C80.1/3*BATAVIA//2*WBLL1/",144,"GRAIN_YIELD",6.807,0.036,0.517,"t/ha","569784_18"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570064,21,"HUIRIVIS #1*2/MURGA/3/TACUPETO F2001/BRAMBLING*2//KACHU",144,"GRAIN_YIELD",6.521,0.036,0.517,"t/ha","570064_21"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570064,21,"HUIRIVIS #1*2/MURGA/3/TACUPETO F2001/BRAMBLING*2//KACHU",144,"GRAIN_YIELD",6.521,0.036,0.517,"t/ha","570064_21"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570496,52,"WBLL1/KUKUNA//TACUPETO F2001/3/BAJ #1*2/4/AMUR",144,"GRAIN_YIELD",6.316,0.036,0.517,"t/ha","570496_52"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570496,52,"WBLL1/KUKUNA//TACUPETO F2001/3/BAJ #1*2/4/AMUR",144,"GRAIN_YIELD",6.316,0.036,0.517,"t/ha","570496_52"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570529,24,"ATTILA*2/PBW65/5/CNO79//PF70354/MUS/3/PASTOR/4/BAV92/8/2*TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/A",144,"GRAIN_YIELD",6.931,0.036,0.517,"t/ha","570529_24"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570529,24,"ATTILA*2/PBW65/5/CNO79//PF70354/MUS/3/PASTOR/4/BAV92/8/2*TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/A",144,"GRAIN_YIELD",6.931,0.036,0.517,"t/ha","570529_24"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570547,57,"KACHU/SAUAL*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.549,0.036,0.517,"t/ha","570547_57"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570547,57,"KACHU/SAUAL*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.549,0.036,0.517,"t/ha","570547_57"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570548,36,"KACHU/SAUAL*2//COPIO",144,"GRAIN_YIELD",6.24,0.036,0.517,"t/ha","570548_36"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570548,36,"KACHU/SAUAL*2//COPIO",144,"GRAIN_YIELD",6.24,0.036,0.517,"t/ha","570548_36"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570615,56,"CIRO16*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",7.26,0.036,0.517,"t/ha","570615_56"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570615,56,"CIRO16*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",7.26,0.036,0.517,"t/ha","570615_56"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570616,63,"CIRO16*2/3/MUU #1/SAUAL//MUU",144,"GRAIN_YIELD",6.852,0.036,0.517,"t/ha","570616_63"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570616,63,"CIRO16*2/3/MUU #1/SAUAL//MUU",144,"GRAIN_YIELD",6.852,0.036,0.517,"t/ha","570616_63"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570714,41,"UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP2338*2/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.822,0.036,0.517,"t/ha","570714_41"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570714,41,"UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP2338*2/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.822,0.036,0.517,"t/ha","570714_41"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570723,66,"BAV92//IRENA/KAUZ/3/HUITES*2/4/CROC_1/AE.SQUARROSA (224)//KULIN/3/WESTONIA/8/TACUPETO F2001/6/CNDO/R",144,"GRAIN_YIELD",6.208,0.036,0.517,"t/ha","570723_66"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570723,66,"BAV92//IRENA/KAUZ/3/HUITES*2/4/CROC_1/AE.SQUARROSA (224)//KULIN/3/WESTONIA/8/TACUPETO F2001/6/CNDO/R",144,"GRAIN_YIELD",6.208,0.036,0.517,"t/ha","570723_66"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570757,42,"BECARD/AKURI*2/3/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.539,0.036,0.517,"t/ha","570757_42"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570757,42,"BECARD/AKURI*2/3/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.539,0.036,0.517,"t/ha","570757_42"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570758,81,"BECARD/AKURI*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.955,0.036,0.517,"t/ha","570758_81"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570758,81,"BECARD/AKURI*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.955,0.036,0.517,"t/ha","570758_81"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570881,32,"WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX*2/5/QUELEA",144,"GRAIN_YIELD",5.75,0.036,0.517,"t/ha","570881_32"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570881,32,"WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX*2/5/QUELEA",144,"GRAIN_YIELD",5.75,0.036,0.517,"t/ha","570881_32"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570894,96,"TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/PASTOR/7/ROLF07*2/8/S",144,"GRAIN_YIELD",6.514,0.036,0.517,"t/ha","570894_96"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570894,96,"TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/PASTOR/7/ROLF07*2/8/S",144,"GRAIN_YIELD",6.514,0.036,0.517,"t/ha","570894_96"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570894,98,"TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/PASTOR/7/ROLF07*2/8/S",144,"GRAIN_YIELD",6.788,0.036,0.517,"t/ha","570894_98"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570894,98,"TACUPETO F2001/6/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/PASTOR/7/ROLF07*2/8/S",144,"GRAIN_YIELD",6.788,0.036,0.517,"t/ha","570894_98"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570937,36,"WBLL1*2/BRAMBLING/4/BABAX/LR42//BABAX*2/3/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.707,0.036,0.517,"t/ha","570937_36"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570937,36,"WBLL1*2/BRAMBLING/4/BABAX/LR42//BABAX*2/3/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.707,0.036,0.517,"t/ha","570937_36"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570937,40,"WBLL1*2/BRAMBLING/4/BABAX/LR42//BABAX*2/3/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.902,0.036,0.517,"t/ha","570937_40"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570937,40,"WBLL1*2/BRAMBLING/4/BABAX/LR42//BABAX*2/3/SHAMA*2/5/PBW343*2/KUKUNA*2//FRTL/PIFED",144,"GRAIN_YIELD",6.902,0.036,0.517,"t/ha","570937_40"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,135,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",7.304,0.036,0.517,"t/ha","570939_135"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,135,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",7.304,0.036,0.517,"t/ha","570939_135"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,137,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",6.639,0.036,0.517,"t/ha","570939_137"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,137,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",6.639,0.036,0.517,"t/ha","570939_137"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,144,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",6.586,0.036,0.517,"t/ha","570939_144"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",570939,144,"CTRIGO/5/KAUZ//ALTAR 84/AOS/3/KAUZ/4/SW94.15464/6/2*UP2338*2/SHAMA/3/MILAN/KAUZ//CHIL/CHUM18/4/UP233",144,"GRAIN_YIELD",6.586,0.036,0.517,"t/ha","570939_144"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571336,43,"KACHU/SUP152",144,"GRAIN_YIELD",6.661,0.036,0.517,"t/ha","571336_43"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571336,43,"KACHU/SUP152",144,"GRAIN_YIELD",6.661,0.036,0.517,"t/ha","571336_43"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571408,35,"PBW343*2/KUKUNA*2//FRTL/PIFED/5/KACHU #1/3/C80.1/3*BATAVIA//2*WBLL1/4/KACHU",144,"GRAIN_YIELD",7.586,0.036,0.517,"t/ha","571408_35"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571408,35,"PBW343*2/KUKUNA*2//FRTL/PIFED/5/KACHU #1/3/C80.1/3*BATAVIA//2*WBLL1/4/KACHU",144,"GRAIN_YIELD",7.586,0.036,0.517,"t/ha","571408_35"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571439,20,"BECARD/AKURI/4/WBLL1*2/BRAMBLING//JUCHI/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.108,0.036,0.517,"t/ha","571439_20"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571439,20,"BECARD/AKURI/4/WBLL1*2/BRAMBLING//JUCHI/3/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",6.108,0.036,0.517,"t/ha","571439_20"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571452,60,"KASUKO",144,"GRAIN_YIELD",7.487,0.036,0.517,"t/ha","571452_60"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571452,60,"KASUKO",144,"GRAIN_YIELD",7.487,0.036,0.517,"t/ha","571452_60"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,80,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",6.832,0.036,0.517,"t/ha","571496_80"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,80,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",6.832,0.036,0.517,"t/ha","571496_80"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,143,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",6.394,0.036,0.517,"t/ha","571496_143"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,143,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",6.394,0.036,0.517,"t/ha","571496_143"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,153,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",7.339,0.036,0.517,"t/ha","571496_153"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571496,153,"BORL14//KFA/2*KACHU",144,"GRAIN_YIELD",7.339,0.036,0.517,"t/ha","571496_153"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571512,31,"SAUAL/YANAC//SAUAL/3/BECARD/QUAIU #1",144,"GRAIN_YIELD",7.064,0.036,0.517,"t/ha","571512_31"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571512,31,"SAUAL/YANAC//SAUAL/3/BECARD/QUAIU #1",144,"GRAIN_YIELD",7.064,0.036,0.517,"t/ha","571512_31"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571540,35,"WBLL1/FRET2//PASTOR*2/3/MURGA/5/ND643//2*ATTILA*2/PASTOR/3/WBLL1*2/KURUKU/4/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.394,0.036,0.517,"t/ha","571540_35"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571540,35,"WBLL1/FRET2//PASTOR*2/3/MURGA/5/ND643//2*ATTILA*2/PASTOR/3/WBLL1*2/KURUKU/4/WBLL1*2/BRAMBLING",144,"GRAIN_YIELD",7.394,0.036,0.517,"t/ha","571540_35"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571543,30,"KUTZ//KFA/2*KACHU",144,"GRAIN_YIELD",6.408,0.036,0.517,"t/ha","571543_30"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571543,30,"KUTZ//KFA/2*KACHU",144,"GRAIN_YIELD",6.408,0.036,0.517,"t/ha","571543_30"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571586,56,"WBLL1*2/SHAMA//BAJ #1/3/BORL14",144,"GRAIN_YIELD",6.725,0.036,0.517,"t/ha","571586_56"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571586,56,"WBLL1*2/SHAMA//BAJ #1/3/BORL14",144,"GRAIN_YIELD",6.725,0.036,0.517,"t/ha","571586_56"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571655,54,"SUP152/BAJ #1/3/KACHU #1/KIRITATI//KACHU",144,"GRAIN_YIELD",7.041,0.036,0.517,"t/ha","571655_54"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571655,54,"SUP152/BAJ #1/3/KACHU #1/KIRITATI//KACHU",144,"GRAIN_YIELD",7.041,0.036,0.517,"t/ha","571655_54"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571701,72,"MOKUE #1",144,"GRAIN_YIELD",6.504,0.036,0.517,"t/ha","571701_72"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571701,72,"MOKUE #1",144,"GRAIN_YIELD",6.504,0.036,0.517,"t/ha","571701_72"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571821,38,"SHORTENED SR26 TRANSLOCATION/4/ATTILA/3*BCN//BAV92/3/PASTOR/5/MUNAL/6/MUTUS*2/TECUE #1",144,"GRAIN_YIELD",7.282,0.036,0.517,"t/ha","571821_38"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571821,38,"SHORTENED SR26 TRANSLOCATION/4/ATTILA/3*BCN//BAV92/3/PASTOR/5/MUNAL/6/MUTUS*2/TECUE #1",144,"GRAIN_YIELD",7.282,0.036,0.517,"t/ha","571821_38"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571845,28,"BECARD/QUAIU #1//BORL14",144,"GRAIN_YIELD",6.513,0.036,0.517,"t/ha","571845_28"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571845,28,"BECARD/QUAIU #1//BORL14",144,"GRAIN_YIELD",6.513,0.036,0.517,"t/ha","571845_28"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571858,57,"ATTILA/3*BCN//BAV92/3/PASTOR/4/TACUPETO F2001*2/BRAMBLING/5/PAURAQ/6/KFA/2*KACHU",144,"GRAIN_YIELD",6.839,0.036,0.517,"t/ha","571858_57"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571858,57,"ATTILA/3*BCN//BAV92/3/PASTOR/4/TACUPETO F2001*2/BRAMBLING/5/PAURAQ/6/KFA/2*KACHU",144,"GRAIN_YIELD",6.839,0.036,0.517,"t/ha","571858_57"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571869,41,"SITE/MO//PASTOR/3/TILHI/4/MUNAL #1/5/MUNAL/6/MUCUY",144,"GRAIN_YIELD",7.214,0.036,0.517,"t/ha","571869_41"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571869,41,"SITE/MO//PASTOR/3/TILHI/4/MUNAL #1/5/MUNAL/6/MUCUY",144,"GRAIN_YIELD",7.214,0.036,0.517,"t/ha","571869_41"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571880,33,"KACHU/KIRITATI//BORL14",144,"GRAIN_YIELD",7.261,0.036,0.517,"t/ha","571880_33"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571880,33,"KACHU/KIRITATI//BORL14",144,"GRAIN_YIELD",7.261,0.036,0.517,"t/ha","571880_33"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571955,24,"ALTAR 84/AE.SQ//OPATA/3/2*WH 542/7/VEE#8//JUP/BJY/3/F3.71/TRM/4/BCN/5/KAUZ/6/MILAN/KAUZ/8/ATTILA*2/P",144,"GRAIN_YIELD",6.456,0.036,0.517,"t/ha","571955_24"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",571955,24,"ALTAR 84/AE.SQ//OPATA/3/2*WH 542/7/VEE#8//JUP/BJY/3/F3.71/TRM/4/BCN/5/KAUZ/6/MILAN/KAUZ/8/ATTILA*2/P",144,"GRAIN_YIELD",6.456,0.036,0.517,"t/ha","571955_24"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",572131,22,"MUNAL #1/FRANCOLIN #1/4/KZA//WH 542/2*PASTOR/3/BACEU #1/5/MUNAL*2//WAXWING*2/TUKURU",144,"GRAIN_YIELD",7.056,0.036,0.517,"t/ha","572131_22"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",572131,22,"MUNAL #1/FRANCOLIN #1/4/KZA//WH 542/2*PASTOR/3/BACEU #1/5/MUNAL*2//WAXWING*2/TUKURU",144,"GRAIN_YIELD",7.056,0.036,0.517,"t/ha","572131_22"
"38TH ELITE SELECTION WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",572221,22,"FRANCOLIN #1/YANAC*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.328,0.036,0.517,"t/ha","572221_22"
"38TH ELITE SPRING WHEAT YT",38,"eswyt.38",1,42140,"MEXICO","CIANO-BED-5IR","2017",572221,22,"FRANCOLIN #1/YANAC*2/3/KINGBIRD #1//INQALAB 91*2/TUKURU",144,"GRAIN_YIELD",6.328,0.036,0.517,"t/ha","572221_22"
